|Grain|Grain Mill Products|Farm Products (excl. Grain)|Food Products|Chemicals|Petroleum & Petroleum Products|Primary Metal Products|Primary Forest Products|Lumber & Wood Products|Pulp & Paper Products|Non-Metallic Minerals (incl. Phosphates)|Crushed Stone, Sand & Gravel|Stone, Clay & Glass Products|Iron & Steel Scrap|Waste & Nonferrous Scrap|Motor Vehicles and Parts|Metallic Ores|Coal|Coke|All Other Carloads|Total Carloads|Trailers|Containers|Total Intermodal|Total Traffic|Non‐Metallic Minerals (incl. Phosphates)|Primary Forest Products*|Farm Products, Ex. Grain|Food & Kindred Products|Petroleum Products|Metals & Products|Pulp, Paper & Allied Products|Phosphate (Phospate Rock)|Automotive (Motor Vehicles & Equip.)|Military, Machinery & Transportation Equipment
Week 33 2014 YTD|108436.0|72772.0|||372156.0|||23048.0|38772.0|||133139.0|78532.0|55761.0|72356.0||35704.0|731274.0|37168.0||2632955.0|85162.0|1619372.0|1704534.0|4337489.0|||9375.0|73793.0|128491.0|113724.0|107890.0|128276.0|270052.0|42236.0
Week 33 2013 YTD|91079.0|67545.0|||360491.0|||22403.0|37035.0|||126719.0|76407.0|53998.0|72233.0||31012.0|699023.0|44768.0||2486286.0|85187.0|1515741.0|1600928.0|4087214.0|||11075.0|74257.0|76996.0|105257.0|106452.0|125897.0|267745.0|35894.0
Week 33 YTD pct-change|19.1|7.7|||3.2|||2.9|4.7|||5.1|2.8|3.3|0.2||15.1|4.6|17.0||5.9|0.0|6.8|6.5|6.1|||15.3|0.6|66.9|8.0|1.4|1.9|0.9|17.7
Week 32 2014|3054.0|1852.0|||11911.0|||727.0|1040.0|||4986.0|2505.0|1506.0|2384.0||1349.0|22234.0|1346.0||82116.0|2497.0|52423.0|54920.0|137036.0|||279.0|2146.0|4642.0|3231.0|3155.0|4061.0|8474.0|1234.0
Week 32 2013|2071.0|1869.0|||10845.0|||709.0|1214.0|||4341.0|2729.0|1639.0|2517.0||1261.0|21530.0|1338.0||77084.0|2607.0|48456.0|51063.0|128147.0|||234.0|2212.0|2520.0|3140.0|3418.0|3901.0|8386.0|1210.0
Week 32 pct-change|47.5|0.9|||9.8|||2.5|14.3|||14.9|8.2|8.1|5.3||7.0|3.3|0.6||6.5|4.2|8.2|7.6|6.9|||19.2|3.0|84.2|2.9|7.7|4.1|1.0|2.0
Week 32 2014 QTD|18654.0|12923.0|||68446.0|||4314.0|7216.0|||29035.0|15618.0|9008.0|14732.0||8577.0|130636.0|6765.0||486372.0|14536.0|300753.0|315289.0|801661.0|||1616.0|13290.0|25125.0|21277.0|19811.0|23014.0|48171.0|8144.0
Week 32 2013 QTD|14945.0|12048.0|||63349.0|||4065.0|6461.0|||24043.0|15021.0|9530.0|15633.0||6283.0|114529.0|8008.0||433299.0|15512.0|280761.0|296273.0|729572.0|||1691.0|13280.0|13882.0|19308.0|20414.0|23234.0|40429.0|7146.0
Week 32 QTD pct-change|24.8|7.3|||8.0|||6.1|11.7|||20.8|4.0|5.5|5.8||36.5|14.1|15.5||12.2|6.3|7.1|6.4|9.9|||4.4|0.1|81.0|10.2|3.0|0.9|19.1|14.0
Week 32 2014 YTD|105957.0|70611.0|||360787.0|||22298.0|37620.0|||128359.0|75906.0|54169.0|69457.0||34106.0|709360.0|35775.0||2550443.0|82687.0|1567685.0|1650372.0|4200815.0|||9140.0|71619.0|124819.0|110015.0|104750.0|124060.0|261068.0|40567.0
Week 32 2013 YTD|88943.0|65411.0|||350297.0|||21725.0|35903.0|||122409.0|73932.0|52189.0|69554.0||30245.0|674074.0|43435.0||2407602.0|82612.0|1467894.0|1550506.0|3958108.0|||10839.0|71993.0|74784.0|102039.0|103242.0|122317.0|259372.0|34899.0
Week 32 YTD pct-change|19.1|7.9|||3.0|||2.6|4.8|||4.9|2.7|3.8|0.1||12.8|5.2|17.6||5.9|0.1|6.8|6.4|6.1|||15.7|0.5|66.9|7.8|1.5|1.4|0.7|16.2
Week 31 2014|2743.0|2190.0|||11041.0|||764.0|1266.0|||4803.0|2687.0|1682.0|2610.0||1469.0|23183.0|829.0||83690.0|2406.0|52784.0|55190.0|138880.0|||246.0|2161.0|4401.0|3804.0|3312.0|3989.0|9184.0|1326.0
Week 31 2013|2490.0|1838.0|||10343.0|||755.0|1107.0|||4375.0|2603.0|1537.0|2739.0||1289.0|22917.0|1398.0||77807.0|2718.0|48934.0|51652.0|129459.0|||283.0|2259.0|2206.0|3245.0|3405.0|3840.0|8020.0|1158.0
Week 31 pct-change|10.2|19.2|||6.7|||1.2|14.4|||9.8|3.2|9.4|4.7||14.0|1.2|40.7||7.6|11.5|7.9|6.8|7.3|||13.1|4.3|99.5|17.2|2.7|3.9|14.5|14.5
Week 31 2014 QTD|15600.0|11071.0|||56535.0|||3587.0|6176.0|||24049.0|13113.0|7502.0|12348.0||7228.0|108402.0|5419.0||404256.0|12039.0|248330.0|260369.0|664625.0|||1337.0|11144.0|20483.0|18046.0|16656.0|18953.0|39697.0|6910.0
Week 31 2013 QTD|12874.0|10179.0|||52504.0|||3356.0|5247.0|||19702.0|12292.0|7891.0|13116.0||5022.0|92999.0|6670.0||356215.0|12905.0|232305.0|245210.0|601425.0|||1457.0|11068.0|11362.0|16168.0|16996.0|19333.0|32043.0|5936.0
Week 31 QTD pct-change|21.2|8.8|||7.7|||6.9|17.7|||22.1|6.7|4.9|5.9||43.9|16.6|18.8||13.5|6.7|6.9|6.2|10.5|||8.2|0.7|80.3|11.6|2.0|2.0|23.9|16.4
Week 31 2014 YTD|102903.0|68759.0|||348876.0|||21571.0|36580.0|||123373.0|73401.0|52663.0|67073.0||32757.0|687126.0|34429.0||2468327.0|80190.0|1515262.0|1595452.0|4063779.0|||8861.0|69473.0|120177.0|106784.0|101595.0|119999.0|252594.0|39333.0
Week 31 2013 YTD|86872.0|63542.0|||339452.0|||21016.0|34689.0|||118068.0|71203.0|50550.0|67037.0||28984.0|652544.0|42097.0||2330518.0|80005.0|1419438.0|1499443.0|3829961.0|||10605.0|69781.0|72264.0|98899.0|99824.0|118416.0|250986.0|33689.0
Week 31 YTD pct-change|18.5|8.2|||2.8|||2.6|5.5|||4.5|3.1|4.2|0.1||13.0|5.3|18.2||5.9|0.2|6.8|6.4|6.1|||16.4|0.4|66.3|8.0|1.8|1.3|0.6|16.8
Week 30 2014|3380.0|2242.0|||11505.0|||757.0|1121.0|||5375.0|2715.0|1581.0|2370.0||1383.0|22702.0|1154.0||83708.0|2442.0|51077.0|53519.0|137227.0|||268.0|2253.0|4297.0|3352.0|3109.0|3985.0|8729.0|1430.0
Week 30 2013|2535.0|2008.0|||10479.0|||714.0|1125.0|||4109.0|2517.0|1785.0|2715.0||1230.0|22768.0|1414.0||77488.0|2756.0|47973.0|50729.0|128217.0|||283.0|2183.0|2300.0|3249.0|3366.0|3924.0|7570.0|1214.0
Week 30 pct-change|33.3|11.7|||9.8|||6.0|0.4|||30.8|7.9|11.4|12.7||12.4|0.3|18.4||8.0|11.4|6.5|5.5|7.0|||5.3|3.2|86.8|3.2|7.6|1.6|15.3|17.8
Week 30 2014 QTD|12857.0|8881.0|||45494.0|||2823.0|4910.0|||19246.0|10426.0|5820.0|9738.0||5759.0|85219.0|4590.0||320566.0|9633.0|195546.0|205179.0|525745.0|||1091.0|8983.0|16082.0|14242.0|13344.0|14964.0|30513.0|5584.0
Week 30 2013 QTD|10384.0|8341.0|||42161.0|||2601.0|4140.0|||15327.0|9689.0|6354.0|10377.0||3733.0|70082.0|5272.0||278408.0|10187.0|183371.0|193558.0|471966.0|||1174.0|8809.0|9156.0|12923.0|13591.0|15493.0|24023.0|4778.0
Week 30 QTD pct-change|23.8|6.5|||7.9|||8.5|18.6|||25.6|7.6|8.4|6.2||54.3|21.6|12.9||15.1|5.4|6.6|6.0|11.4|||7.1|2.0|75.6|10.2|1.8|3.4|27.0|16.9
Week 30 2014 YTD|100160.0|66569.0|||337835.0|||20807.0|35314.0|||118570.0|70714.0|50981.0|64463.0||31288.0|663943.0|33600.0||2384637.0|77784.0|1462478.0|1540262.0|3924899.0|||8615.0|67312.0|115776.0|102980.0|98283.0|116010.0|243410.0|38007.0
Week 30 2013 YTD|84382.0|61704.0|||329109.0|||20261.0|33582.0|||113693.0|68600.0|49013.0|64298.0||27695.0|629627.0|40699.0||2252711.0|77287.0|1370504.0|1447791.0|3700502.0|||10322.0|67522.0|70058.0|95654.0|96419.0|114576.0|242966.0|32531.0
Week 30 YTD pct-change|18.7|7.9|||2.7|||2.7|5.2|||4.3|3.1|4.0|0.3||13.0|5.5|17.4||5.9|0.6|6.7|6.4|6.1|||16.5|0.3|65.3|7.7|1.9|1.3|0.2|16.8
Week 29 2014|3481.0|2131.0|||11106.0|||709.0|1204.0|||4855.0|2757.0|1621.0|2536.0||1668.0|24589.0|1069.0||84172.0|2480.0|50985.0|53465.0|137637.0|||249.0|2172.0|3594.0|3713.0|3340.0|3533.0|7869.0|1976.0
Week 29 2013|2913.0|2241.0|||10430.0|||674.0|1061.0|||4171.0|2461.0|1811.0|2730.0||918.0|18750.0|1200.0||71848.0|2677.0|48027.0|50704.0|122552.0|||321.0|2371.0|2178.0|3020.0|3261.0|3818.0|6174.0|1345.0
Week 29 pct-change|19.5|4.9|||6.5|||5.2|13.5|||16.4|12.0|10.5|7.1||81.7|31.1|10.9||17.2|7.4|6.2|5.4|12.3|||22.4|8.4|65.0|22.9|2.4|7.5|27.5|46.9
Week 29 2014 QTD|9477.0|6639.0|||33989.0|||2066.0|3789.0|||13871.0|7711.0|4239.0|7368.0||4376.0|62517.0|3436.0||236858.0|7191.0|144469.0|151660.0|388518.0|||823.0|6730.0|11785.0|10890.0|10235.0|10979.0|21784.0|4154.0
Week 29 2013 QTD|7849.0|6333.0|||31682.0|||1887.0|3015.0|||11218.0|7172.0|4569.0|7662.0||2503.0|47314.0|3858.0||200920.0|7431.0|135398.0|142829.0|343749.0|||891.0|6626.0|6856.0|9674.0|10225.0|11569.0|16453.0|3564.0
Week 29 QTD pct-change|20.7|4.8|||7.3|||9.5|25.7|||23.6|7.5|7.2|3.8||74.8|32.1|10.9||17.9|3.2|6.7|6.2|13.0|||7.6|1.6|71.9|12.6|0.1|5.1|32.4|16.6
Week 29 2014 YTD|96780.0|64327.0|||326330.0|||20050.0|34193.0|||113195.0|67999.0|49400.0|62093.0||29905.0|641241.0|32446.0||2300929.0|75342.0|1411401.0|1486743.0|3787672.0|||8347.0|65059.0|111479.0|99628.0|95174.0|112025.0|234681.0|36577.0
Week 29 2013 YTD|81847.0|59696.0|||318630.0|||19547.0|32457.0|||109584.0|66083.0|47228.0|61583.0||26465.0|606859.0|39285.0||2175223.0|74531.0|1322531.0|1397062.0|3572285.0|||10039.0|65339.0|67758.0|92405.0|93053.0|110652.0|235396.0|31317.0
Week 29 YTD pct-change|18.2|7.8|||2.4|||2.6|5.3|||3.3|2.9|4.6|0.8||13.0|5.7|17.4||5.8|1.1|6.7|6.4|6.0|||16.9|0.4|64.5|7.8|2.3|1.2|0.3|16.8
Week 28 2014|3032.0|2217.0|||11827.0|||751.0|1183.0|||5221.0|2717.0|1408.0|2633.0||1244.0|20781.0|1092.0||79316.0|2481.0|47995.0|50476.0|129792.0|||296.0|2370.0|3851.0|3476.0|3198.0|4010.0|7063.0|946.0
Week 28 2013|2304.0|2088.0|||10665.0|||690.0|961.0|||3668.0|2395.0|1719.0|2632.0||873.0|17497.0|1377.0||68237.0|2478.0|44508.0|46986.0|115223.0|||266.0|2088.0|1916.0|3236.0|3486.0|3770.0|5111.0|1495.0
Week 28 pct-change|31.6|6.2|||10.9|||8.8|23.1|||42.3|13.4|18.1|0.0||42.5|18.8|20.7||16.2|0.1|7.8|7.4|12.6|||11.3|13.5|101.0|7.4|8.3|6.4|38.2|36.7
Week 28 2014 QTD|5996.0|4508.0|||22883.0|||1357.0|2585.0|||9016.0|4954.0|2618.0|4832.0||2708.0|37928.0|2367.0||152686.0|4711.0|93484.0|98195.0|250881.0|||574.0|4558.0|8191.0|7177.0|6895.0|7446.0|13915.0|2178.0
Week 28 2013 QTD|4936.0|4092.0|||21252.0|||1213.0|1954.0|||7047.0|4711.0|2758.0|4932.0||1585.0|28564.0|2658.0||129072.0|4754.0|87371.0|92125.0|221197.0|||570.0|4255.0|4678.0|6654.0|6964.0|7751.0|10279.0|2219.0
Week 28 QTD pct-change|21.5|10.2|||7.7|||11.9|32.3|||27.9|5.2|5.1|2.0||70.9|32.8|10.9||18.3|0.9|7.0|6.6|13.4|||0.7|7.1|75.1|7.9|1.0|3.9|35.4|1.8
Week 28 2014 YTD|93299.0|62196.0|||315224.0|||19341.0|32989.0|||108340.0|65242.0|47779.0|59557.0||28237.0|616652.0|31377.0||2216757.0|72862.0|1360416.0|1433278.0|3650035.0|||8098.0|62887.0|107885.0|95915.0|91834.0|108492.0|226812.0|34601.0
Week 28 2013 YTD|78934.0|57455.0|||308200.0|||18873.0|31396.0|||105413.0|63622.0|45417.0|58853.0||25547.0|588109.0|38085.0||2103375.0|71854.0|1274504.0|1346358.0|3449733.0|||9718.0|62968.0|65580.0|89385.0|89792.0|106834.0|229222.0|29972.0
Week 28 YTD pct-change|18.2|8.3|||2.3|||2.5|5.1|||2.8|2.5|5.2|1.2||10.5|4.9|17.6||5.4|1.4|6.7|6.5|5.8|||16.7|0.1|64.5|7.3|2.3|1.6|1.1|15.4
Week 27 2014|2964.0|2291.0|||11056.0|||606.0|1402.0|||3795.0|2237.0|1210.0|2199.0||1464.0|17147.0|1275.0||73370.0|2230.0|45489.0|47719.0|121089.0|||278.0|2188.0|4340.0|3701.0|3697.0|3436.0|6852.0|1232.0
Week 27 2013|2632.0|2004.0|||10587.0|||523.0|993.0|||3379.0|2316.0|1039.0|2300.0||712.0|11067.0|1281.0||60835.0|2276.0|42863.0|45139.0|105974.0|||304.0|2167.0|2762.0|3418.0|3478.0|3981.0|5168.0|724.0
Week 27 pct-change|12.6|14.3|||4.4|||15.9|41.2|||12.3|3.4|16.5|4.4||105.6|54.9|0.5||20.6|2.0|6.1|5.7|14.3|||8.6|1.0|57.1|8.3|6.3|13.7|32.6|70.2
Week 27 2014 QTD|2964.0|2291.0|||11056.0|||606.0|1402.0|||3795.0|2237.0|1210.0|2199.0||1464.0|17147.0|1275.0||73370.0|2230.0|45489.0|47719.0|121089.0|||278.0|2188.0|4340.0|3701.0|3697.0|3436.0|6852.0|1232.0
Week 27 2013 QTD|2632.0|2004.0|||10587.0|||523.0|993.0|||3379.0|2316.0|1039.0|2300.0||712.0|11067.0|1281.0||60835.0|2276.0|42863.0|45139.0|105974.0|||304.0|2167.0|2762.0|3418.0|3478.0|3981.0|5168.0|724.0
Week 27 QTD pct-change|12.6|14.3|||4.4|||15.9|41.2|||12.3|3.4|16.5|4.4||105.6|54.9|0.5||20.6|2.0|6.1|5.7|14.3|||8.6|1.0|57.1|8.3|6.3|13.7|32.6|70.2
Week 27 2014 YTD|90267.0|59979.0|||303397.0|||18590.0|31806.0|||103119.0|62525.0|46371.0|56924.0||26993.0|595871.0|30285.0||2137441.0|70381.0|1312421.0|1382802.0|3520243.0|||7802.0|60517.0|104034.0|92439.0|88636.0|104482.0|219749.0|33655.0
Week 27 2013 YTD|76630.0|55367.0|||297535.0|||18183.0|30435.0|||101745.0|61227.0|43698.0|56221.0||24674.0|570612.0|36708.0||2035138.0|69376.0|1229996.0|1299372.0|3334510.0|||9452.0|60880.0|63664.0|86149.0|86306.0|103064.0|224111.0|28477.0
Week 27 YTD pct-change|17.8|8.3|||2.0|||2.2|4.5|||1.4|2.1|6.1|1.3||9.4|4.4|17.5||5.0|1.4|6.7|6.4|5.6|||17.5|0.6|63.4|7.3|2.7|1.4|1.9|18.2
Week 26 2014|3498.0|2028.0|||10580.0|||666.0|1175.0|||4881.0|2656.0|1839.0|2935.0||1376.0|23060.0|924.0||82693.0|2516.0|49988.0|52504.0|135197.0|||315.0|2129.0|3764.0|3822.0|3410.0|3917.0|8503.0|1215.0
Week 26 2013|2516.0|1926.0|||10032.0|||809.0|1063.0|||3978.0|2434.0|1518.0|2657.0||729.0|18286.0|1194.0||72455.0|2510.0|44698.0|47208.0|119663.0|||344.0|2213.0|2247.0|3559.0|3441.0|3881.0|8661.0|967.0
Week 26 pct-change|39.0|5.3|||5.5|||17.7|10.5|||22.7|9.1|21.1|10.5||88.8|26.1|22.6||14.1|0.2|11.8|11.2|13.0|||8.4|3.8|67.5|7.4|0.9|0.9|1.8|25.6
Week 26 2014 QTD|42149.0|28705.0|||149946.0|||9243.0|16462.0|||62201.0|33084.0|23364.0|31667.0||14506.0|305737.0|14796.0||1090124.0|34036.0|654693.0|688729.0|1778853.0|||3641.0|29775.0|53073.0|48091.0|42459.0|50621.0|113950.0|16654.0
Week 26 2013 QTD|35706.0|26538.0|||142920.0|||8619.0|15468.0|||56316.0|31785.0|21494.0|30141.0||14953.0|284500.0|17638.0||1011699.0|33219.0|608642.0|641861.0|1653560.0|||4316.0|29612.0|31072.0|41220.0|41145.0|52474.0|112916.0|12866.0
Week 26 QTD pct-change|18.0|8.2|||4.9|||7.2|6.4|||10.4|4.1|8.7|5.1||3.0|7.5|16.1||7.8|2.5|7.6|7.3|7.6|||15.6|0.6|70.8|16.7|3.2|3.5|0.9|29.4
Week 26 2014 YTD|87303.0|57688.0|||292341.0|||17984.0|30404.0|||99324.0|60288.0|45161.0|54725.0||25529.0|578724.0|29010.0||2064071.0|68151.0|1266932.0|1335083.0|3399154.0|||7524.0|58329.0|99694.0|88738.0|84939.0|101046.0|212897.0|32423.0
Week 26 2013 YTD|73998.0|53363.0|||286948.0|||17660.0|29442.0|||98366.0|58911.0|42659.0|53921.0||23962.0|559545.0|35427.0||1974303.0|67100.0|1187133.0|1254233.0|3228536.0|||9148.0|58713.0|60902.0|82731.0|82828.0|99083.0|218943.0|27753.0
Week 26 YTD pct-change|18.0|8.1|||1.9|||1.8|3.3|||1.0|2.3|5.9|1.5||6.5|3.4|18.1||4.5|1.6|6.7|6.4|5.3|||17.8|0.7|63.7|7.3|2.5|2.0|2.8|16.8
Week 25 2014|2828.0|2255.0|||10923.0|||729.0|1220.0|||4944.0|2629.0|1728.0|2584.0||1253.0|23281.0|1339.0||82680.0|2577.0|49946.0|52523.0|135203.0|||316.0|2347.0|3851.0|3457.0|3069.0|3744.0|8943.0|1240.0
Week 25 2013|2699.0|1950.0|||10213.0|||717.0|1126.0|||4614.0|2541.0|1666.0|2573.0||1281.0|24450.0|1504.0||81746.0|2720.0|48052.0|50772.0|132518.0|||370.0|2294.0|2609.0|3330.0|3260.0|4302.0|9127.0|1120.0
Week 25 pct-change|4.8|15.6|||7.0|||1.7|8.3|||7.2|3.5|3.7|0.4||2.2|4.8|11.0||1.1|5.3|3.9|3.4|2.0|||14.6|2.3|47.6|3.8|5.9|13.0|2.0|10.7
Week 25 2014 QTD|38651.0|26677.0|||139366.0|||8577.0|15287.0|||57320.0|30428.0|21525.0|28732.0||13130.0|282677.0|13872.0||1007431.0|31520.0|604705.0|636225.0|1643656.0|||3326.0|27646.0|49309.0|44269.0|39049.0|46704.0|105447.0|15439.0
Week 25 2013 QTD|33190.0|24612.0|||132888.0|||7810.0|14405.0|||52338.0|29351.0|19976.0|27484.0||14224.0|266214.0|16444.0||939244.0|30709.0|563944.0|594653.0|1533897.0|||3972.0|27399.0|28825.0|37661.0|37704.0|48593.0|104255.0|11899.0
Week 25 QTD pct-change|16.5|8.4|||4.9|||9.8|6.1|||9.5|3.7|7.8|4.5||7.7|6.2|15.6||7.3|2.6|7.2|7.0|7.2|||16.3|0.9|71.1|17.5|3.6|3.9|1.1|29.8
Week 25 2014 YTD|83805.0|55660.0|||281761.0|||17318.0|29229.0|||94443.0|57632.0|43322.0|51790.0||24153.0|555664.0|28086.0||1981378.0|65635.0|1216944.0|1282579.0|3263957.0|||7209.0|56200.0|95930.0|84916.0|81529.0|97129.0|204394.0|31208.0
Week 25 2013 YTD|71482.0|51437.0|||276916.0|||16851.0|28379.0|||94388.0|56477.0|41141.0|51264.0||23233.0|541259.0|34233.0||1901848.0|64590.0|1142435.0|1207025.0|3108873.0|||8804.0|56500.0|58655.0|79172.0|79387.0|95202.0|210282.0|26786.0
Week 25 YTD pct-change|17.2|8.2|||1.7|||2.8|3.0|||0.1|2.0|5.3|1.0||4.0|2.7|18.0||4.2|1.6|6.5|6.3|5.0|||18.1|0.5|63.5|7.3|2.7|2.0|2.8|16.5
Week 24 2014|3034.0|2245.0|||11501.0|||743.0|1377.0|||5286.0|2767.0|1623.0|2478.0||1499.0|23424.0|1254.0||84185.0|2638.0|49955.0|52593.0|136778.0|||338.0|2290.0|3604.0|3550.0|3460.0|3887.0|8675.0|1150.0
Week 24 2013|2561.0|1897.0|||10962.0|||667.0|1205.0|||4435.0|2427.0|1529.0|2987.0||1153.0|23078.0|1208.0||80027.0|2752.0|48024.0|50776.0|130803.0|||372.0|2414.0|2739.0|3061.0|3268.0|4217.0|8866.0|981.0
Week 24 pct-change|18.5|18.3|||4.9|||11.4|14.3|||19.2|14.0|6.1|17.0||30.0|1.5|3.8||5.2|4.1|4.0|3.6|4.6|||9.1|5.1|31.6|16.0|5.9|7.8|2.2|17.2
Week 24 2014 QTD|35823.0|24422.0|||128443.0|||7848.0|14067.0|||52376.0|27799.0|19797.0|26148.0||11877.0|259396.0|12533.0||924751.0|28943.0|554759.0|583702.0|1508453.0|||3010.0|25299.0|45458.0|40812.0|35980.0|42960.0|96504.0|14199.0
Week 24 2013 QTD|30491.0|22662.0|||122675.0|||7093.0|13279.0|||47724.0|26810.0|18310.0|24911.0||12943.0|241764.0|14940.0||857498.0|27989.0|515892.0|543881.0|1401379.0|||3602.0|25105.0|26216.0|34331.0|34444.0|44291.0|95128.0|10779.0
Week 24 QTD pct-change|17.5|7.8|||4.7|||10.6|5.9|||9.7|3.7|8.1|5.0||8.2|7.3|16.1||7.8|3.4|7.5|7.3|7.6|||16.4|0.8|73.4|18.9|4.5|3.0|1.4|31.7
Week 24 2014 YTD|80977.0|53405.0|||270838.0|||16589.0|28009.0|||89499.0|55003.0|41594.0|49206.0||22900.0|532383.0|26747.0||1898698.0|63058.0|1166998.0|1230056.0|3128754.0|||6893.0|53853.0|92079.0|81459.0|78460.0|93385.0|195451.0|29968.0
Week 24 2013 YTD|68783.0|49487.0|||266703.0|||16134.0|27253.0|||89774.0|53936.0|39475.0|48691.0||21952.0|516809.0|32729.0||1820102.0|61870.0|1094383.0|1156253.0|2976355.0|||8434.0|54206.0|56046.0|75842.0|76127.0|90900.0|201155.0|25666.0
Week 24 YTD pct-change|17.7|7.9|||1.6|||2.8|2.8|||0.3|2.0|5.4|1.1||4.3|3.0|18.3||4.3|1.9|6.6|6.4|5.1|||18.3|0.7|64.3|7.4|3.1|2.7|2.8|16.8
Week 23 2014|3342.0|2063.0|||11585.0|||740.0|1160.0|||5027.0|2625.0|1703.0|2662.0||1604.0|22685.0|1177.0||83222.0|2667.0|49838.0|52505.0|135727.0|||244.0|2066.0|3563.0|3620.0|3252.0|4032.0|8680.0|1392.0
Week 23 2013|2915.0|1851.0|||11081.0|||638.0|1066.0|||4259.0|2499.0|1405.0|2395.0||1540.0|22644.0|1349.0||78201.0|2588.0|48839.0|51427.0|129628.0|||296.0|2059.0|2630.0|3036.0|3387.0|3757.0|8366.0|1028.0
Week 23 pct-change|14.6|11.5|||4.5|||16.0|8.8|||18.0|5.0|21.2|11.1||4.2|0.2|12.8||6.4|3.1|2.0|2.1|4.7|||17.6|0.3|35.5|19.2|4.0|7.3|3.8|35.4
Week 23 2014 QTD|32789.0|22177.0|||116942.0|||7105.0|12690.0|||47090.0|25032.0|18174.0|23670.0||10378.0|235972.0|11279.0||840566.0|26305.0|504804.0|531109.0|1371675.0|||2672.0|23009.0|41854.0|37262.0|32520.0|39073.0|87829.0|13049.0
Week 23 2013 QTD|27930.0|20765.0|||111713.0|||6426.0|12074.0|||43289.0|24383.0|16781.0|21924.0||11790.0|218686.0|13732.0||777471.0|25237.0|467868.0|493105.0|1270576.0|||3230.0|22691.0|23477.0|31270.0|31176.0|40074.0|86262.0|9798.0
Week 23 QTD pct-change|17.4|6.8|||4.7|||10.6|5.1|||8.8|2.7|8.3|8.0||12.0|7.9|17.9||8.1|4.2|7.9|7.7|8.0|||17.3|1.4|78.3|19.2|4.3|2.5|1.8|33.2
Week 23 2014 YTD|77943.0|51160.0|||259337.0|||15846.0|26632.0|||84213.0|52236.0|39971.0|46728.0||21401.0|508959.0|25493.0||1814513.0|60420.0|1117043.0|1177463.0|2991976.0|||6555.0|51563.0|88475.0|77909.0|75000.0|89498.0|186776.0|28818.0
Week 23 2013 YTD|66222.0|47590.0|||255741.0|||15467.0|26048.0|||85339.0|51509.0|37946.0|45704.0||20799.0|493731.0|31521.0||1740075.0|59118.0|1046359.0|1105477.0|2845552.0|||8062.0|51792.0|53307.0|72781.0|72859.0|86683.0|192289.0|24685.0
Week 23 YTD pct-change|17.7|7.5|||1.4|||2.5|2.2|||1.3|1.4|5.3|2.2||2.9|3.1|19.1||4.3|2.2|6.8|6.5|5.1|||18.7|0.4|66.0|7.0|2.9|3.2|2.9|16.7
Week 22 2014|3042.0|2066.0|||11424.0|||760.0|1246.0|||4246.0|2359.0|1880.0|2123.0||856.0|23654.0|1219.0||82820.0|2296.0|46197.0|48493.0|131313.0|||307.0|2193.0|4299.0|3901.0|3444.0|3953.0|8581.0|1267.0
Week 22 2013|2921.0|1962.0|||10583.0|||499.0|1184.0|||4126.0|2240.0|1334.0|2086.0||1254.0|22562.0|1582.0||76328.0|2275.0|44387.0|46662.0|122990.0|||302.0|2225.0|2258.0|3001.0|3440.0|4193.0|7427.0|1149.0
Week 22 pct-change|4.1|5.3|||7.9|||52.3|5.2|||2.9|5.3|40.9|1.8||31.7|4.8|22.9||8.5|0.9|4.1|3.9|6.8|||1.7|1.4|90.4|30.0|0.1|5.7|15.5|10.3
Week 22 2014 QTD|29447.0|20114.0|||105357.0|||6365.0|11530.0|||42063.0|22407.0|16471.0|21008.0||8774.0|213287.0|10102.0||757344.0|23638.0|454966.0|478604.0|1235948.0|||2428.0|20943.0|38291.0|33642.0|29268.0|35041.0|79149.0|11657.0
Week 22 2013 QTD|25015.0|18914.0|||100632.0|||5788.0|11008.0|||39030.0|21884.0|15376.0|19529.0||10250.0|196042.0|12383.0||699270.0|22649.0|419029.0|441678.0|1140948.0|||2934.0|20632.0|20847.0|28234.0|27789.0|36317.0|77896.0|8770.0
Week 22 QTD pct-change|17.7|6.3|||4.7|||10.0|4.7|||7.8|2.4|7.1|7.6||14.4|8.8|18.4||8.3|4.4|8.6|8.4|8.3|||17.2|1.5|83.7|19.2|5.3|3.5|1.6|32.9
Week 22 2014 YTD|74601.0|49097.0|||247752.0|||15106.0|25472.0|||79186.0|49611.0|38268.0|44066.0||19797.0|486274.0|24316.0||1731291.0|57753.0|1067205.0|1124958.0|2856249.0|||6311.0|49497.0|84912.0|74289.0|71748.0|85466.0|178096.0|27426.0
Week 22 2013 YTD|63307.0|45739.0|||244660.0|||14829.0|24982.0|||81080.0|49010.0|36541.0|43309.0||19259.0|471087.0|30172.0||1661874.0|56530.0|997520.0|1054050.0|2715924.0|||7766.0|49733.0|50677.0|69745.0|69472.0|82926.0|183923.0|23657.0
Week 22 YTD pct-change|17.8|7.3|||1.3|||1.9|2.0|||2.3|1.2|4.7|1.7||2.8|3.2|19.4||4.2|2.2|7.0|6.7|5.2|||18.7|0.5|67.6|6.5|3.3|3.1|3.2|15.9
Week 21 2014|3581.0|2143.0|||10906.0|||768.0|1292.0|||4992.0|2509.0|1852.0|2393.0||1193.0|23459.0|1149.0||84541.0|2722.0|52372.0|55094.0|139635.0|||290.0|2187.0|4432.0|4210.0|3302.0|3998.0|8784.0|1101.0
